day,current_norm,temperature_norm,friction_torque_norm,speed_rpm_norm,HI_raw,HI_smooth,HI_derivative
1660,0.32200679592244663,0.32499999999999973,0.3276926334305119,0.0,0.32479529780291677,0.32304796732498575,0.005024082255538798
1680,0.32567126390832174,0.32499999999999973,0.3329207316080066,0.0,0.3277597541972601,0.32810442622248503,0.005347397475631094
1700,0.33253381304550605,0.3333333333333335,0.33818140360592197,0.0,0.3345797059233172,0.33374276227624794,0.005320756830275525
1720,0.3453927643413952,0.3416666666666668,0.34347464942425776,0.0,0.3434089877596113,0.3387459398830361,0.0053702483464525
1740,0.34759144513292034,0.3500000000000001,0.3488004690630141,0.0,0.34869629626106396,0.34448325896915294,0.005534049979132122
1760,0.3483909654207476,0.3500000000000001,0.35417514943240114,0.0,0.3507548023778938,0.34981403984130033,0.005139601359509527
1780,0.35931774268772076,0.35833333333333295,0.35958240362220883,0.0,0.3589781460595898,0.354762461688172,0.005100853852887138
1800,0.36251582383902997,0.35833333333333295,0.36503851854264735,0.0,0.3618631920475332,0.3600157475470746,0.0053903442229702725
1820,0.3726430808181758,0.375,0.3705272072835063,0.0,0.37262600953913744,0.36554315013411254,0.005641768512287204
1840,0.3692451195949098,0.3666666666666667,0.3760484698447858,0.0,0.3705556769025979,0.371299284571649,0.005634742739636711
1860,0.37684056232926916,0.375,0.38160230622648583,0.0,0.37771763381031825,0.37681263561338596,0.005262094178659749
1880,0.3820374442001466,0.3833333333333333,0.3872050033388166,0.0,0.3840964943269606,0.3818234729289685,0.005223734560251908
1900,0.38197081750949435,0.3833333333333333,0.39285656118177814,0.0,0.38595865005972185,0.3872601047338898,0.005509048502561176
1920,0.3970284495969086,0.3999999999999999,0.39854069284516036,0.0,0.39842981859112253,0.39284156993409086,0.0055000314880774
1940,0.4025584649210474,0.3999999999999999,0.404257398328963,0.0,0.402178934021448,0.3982601677100446,0.0055981871999526145
1960,0.4069558265040976,0.4083333333333332,0.4100229645433965,0.0,0.40834563632277104,0.4040379443339961,0.005672633681252259
1980,0.4114198147778001,0.4083333333333332,0.4158211045782505,0.0,0.41176662050763374,0.4096054350725491,0.006078989975073251
2000,0.41095342794323414,0.4083333333333332,0.4216681053437352,0.0,0.4135607101777664,0.4161959242841426,0.0062726987770787
2020,0.4221467119728164,0.42500000000000027,0.4275476799296405,0.0,0.42480914152996224,0.4221508326267065,0.005978544240761996
2040,0.42847624758478253,0.42500000000000027,0.4334761152461766,0.0,0.4288953151807092,0.4281530127656666,0.006161344379984585
2060,0.43200746218935315,0.43333333333333357,0.4394371243831332,0.0,0.43483851492294145,0.43447352138667567,0.005808504635819944
2080,0.4414018255713239,0.44166666666666643,0.44544699425072065,0.0,0.44275206478285456,0.4397700220373065,0.005631233290161186
2100,0.4504630555000334,0.44999999999999973,0.4515057248489389,0.0,0.4505708798788796,0.44573598796699804,0.006001497478129086
2120,0.46445466053701123,0.4666666666666668,0.4575970292675776,0.0,0.4628225258649064,0.45177301699356465,0.006417952124463527
2140,0.4614564594576588,0.4583333333333335,0.46372090750663686,0.0,0.46108635060621306,0.4585718922159251,0.006620367136391109
2160,0.468052501832234,0.4666666666666668,0.4699099333865372,0.0,0.468127016272402,0.46501375126634686,0.006423657595214488
2180,0.4724498634152843,0.4750000000000001,0.47613153308685807,0.0,0.4744457707538494,0.47141920740635407,0.006393792975701529
2200,0.46891864881071366,0.4666666666666668,0.48240199351780977,0.0,0.4725808276999537,0.4778013372177499,0.006254570443888885
2220,0.4853088147111734,0.48333333333333295,0.4887050277691819,0.0,0.4857024570371293,0.48392834829413184,0.006347028444274899
2240,0.4921047371577054,0.4916666666666667,0.49505692275118485,0.0,0.4928640426947037,0.4904953941062997,0.0065210878397351235
2260,0.5112932240655608,0.5083333333333333,0.5014576784638186,0.0,0.5069508736206794,0.4969705239736021,0.006299388799595629
2280,0.5035645279498968,0.5,0.5079072949070832,0.0,0.5037467368836727,0.503094171705491,0.0062385782225399256
2300,0.5126257578786062,0.516666666666667,0.5143894851707683,0.0,0.5144855274900628,0.5094476804186819,0.006609213031802397
2320,0.5173562529149178,0.516666666666667,0.5209368230752944,0.0,0.5182451325402511,0.5163125977690958,0.0065258914226551945
2340,0.517889266440136,0.516666666666667,0.5275167348002411,0.0,0.5206166699922885,0.5224994632639923,0.006741964848707982
2360,0.5368112465853822,0.5333333333333332,0.5341455072558184,0.0,0.5346907061532049,0.5297965274665117,0.00729451240327067
2380,0.5414084882403891,0.5416666666666665,0.5408068535318165,0.0,0.5412226980211132,0.5370884880705337,0.006901580802666285
2400,0.5483376640682258,0.5500000000000003,0.5475333474486554,0.0,0.5485535941113504,0.5435996890718443,0.006302346057040775
2420,0.5460057298953962,0.5500000000000003,0.5543087020961253,0.0,0.5500354725908875,0.5496931801846152,0.006518613427201003
2440,0.5651275901125993,0.5666666666666664,0.5611166305640156,0.0,0.5642358591781937,0.5566369159262463,0.006692332470509765
2460,0.557065760543674,0.5583333333333336,0.5679897066727471,0.0,0.5610618876824012,0.5630778451256347,0.006510656219129607
2480,0.57452195349457,0.5749999999999997,0.574895356601899,0.0,0.5747397265352261,0.5696582283645055,0.006969413447447836
2500,0.5900459724165502,0.5916666666666668,0.5818498672616818,0.0,0.5877899054934357,0.5770166720205304,0.006957948235235822
2520,0.5800519688187089,0.5833333333333335,0.5888695255623057,0.0,0.5840208567130538,0.5835741248349772,0.006795093813211361
2540,0.5893797055100274,0.5916666666666668,0.5959217576833499,0.0,0.5922597491994709,0.5906068596469531,0.0068591616632898145
2560,0.6000399760143915,0.6000000000000001,0.6030228505350249,0.0,0.6009590372665079,0.5972924481615568,0.007165025665000491
2580,0.6039709507628758,0.6000000000000001,0.6101890910275412,0.0,0.6046585362815012,0.6049369109769541,0.007068980828424276
2600,0.6055699913385303,0.608333333333333,0.6173879053404778,0.0,0.6103704978844418,0.6114304098184054,0.007014480064322759
2620,0.6214271437137718,0.625,0.6246518672942556,0.0,0.6236348811766372,0.6189658711055996,0.007399549064139699
2640,0.6226930508361651,0.625,0.6319646899786641,0.0,0.6264950455554581,0.6262295079466847,0.006850840614921694
2660,0.6382170697581452,0.641666666666667,0.6393263733937035,0.0,0.6396809853887787,0.632667552335443,0.0070472473675092795
2680,0.6382170697581452,0.641666666666667,0.6467369175393737,0.0,0.6421518333158001,0.6403240026817033,0.007715139562094464
2700,0.6588047171696982,0.6583333333333332,0.6541963224156746,0.0,0.657057952006451,0.648097831459632,0.0073651917126191235
2720,0.6538743420614299,0.6499999999999999,0.6617208749328165,0.0,0.6551448429585106,0.6550543861069416,0.007423996810643763
2740,0.6638683456592712,0.6666666666666665,0.6692942881805892,0.0,0.6665583457031227,0.6629458250809195,0.007980457781192607
2760,0.6775268172429876,0.6750000000000003,0.6769165621589928,0.0,0.676430642310416,0.6710153016693268,0.007918884429930662
2780,0.6743287360916784,0.6750000000000003,0.6845876968680272,0.0,0.6779225269360534,0.6787835939407808,0.007729631099432033
2800,0.6897861283230063,0.6916666666666664,0.6923239792179026,0.0,0.6912111615606956,0.6864745638681908,0.007407827655396715
2820,0.7033113465254183,0.6999999999999997,0.7001091222984087,0.0,0.7010933520904727,0.6935992492515742,0.007645649339334926
2840,0.6955826504097543,0.6916666666666664,0.7079431261095458,0.0,0.6983508023288436,0.7017658625468607,0.007815657183448288
2860,0.7130388433606504,0.7166666666666668,0.7158422775615237,0.0,0.7151386819171892,0.7092305636184708,0.007826151440149032
2880,0.7213671796921848,0.7250000000000001,0.7237902897441326,0.0,0.7233431701221463,0.7174181654271587,0.008083993151926983
2900,0.7321607035778533,0.733333333333333,0.7318034495675826,0.0,0.7323909729769924,0.7253985499223248,0.007862207777186991
2920,0.7294290092611101,0.733333333333333,0.7398654701216631,0.0,0.7341686245391986,0.7331425809815327,0.008049451363957405
2940,0.7370910786861218,0.733333333333333,0.7479763514063748,0.0,0.7394265807561472,0.7414974526502396,0.008185634358061578
2960,0.7550802851622361,0.7583333333333333,0.7561523803319272,0.0,0.756484419449811,0.7495138496976559,0.007902978589533094
2980,0.762076087680725,0.7583333333333333,0.7643935568983208,0.0,0.7615637670089922,0.7573034098293058,0.008554682102361377
3000,0.770071290558998,0.766666666666667,0.7726835941953452,0.0,0.769771268280141,0.7666232139023786,0.008839064865960644
3020,0.7789326404157507,0.7749999999999999,0.7810224922230004,0.0,0.7782837286354468,0.7749815395612271,0.008168064065986635
3040,0.7818642148044508,0.7833333333333332,0.7894428248017069,0.0,0.7848470771393271,0.7829593420343519,0.008180321086573128
3060,0.7951895529349059,0.7916666666666665,0.7979120181110442,0.0,0.7948907302979498,0.7913421817343733,0.008427624756862762
3080,0.8039842761010062,0.8000000000000003,0.8064300721510121,0.0,0.8034407202245244,0.7998145915480774,0.008807866428903466
3100,0.8071823572523154,0.8083333333333336,0.8150132738318213,0.0,0.8101471939335703,0.8089579145921802,0.008871654000274232
3120,0.82956892531148,0.8333333333333335,0.8236616231534716,0.0,0.8288280593518638,0.8175578995486259,0.008508560501315321
3140,0.8308348324338732,0.8333333333333335,0.8323751201159628,0.0,0.8321552411410664,0.8259750355948109,0.008752592661384229
3160,0.8307015790525685,0.8333333333333335,0.8411374778090848,0.0,0.8350324047458959,0.8350630848713944,0.008968351274889153
3180,0.8493570524352057,0.8500000000000001,0.8499649831430479,0.0,0.8497507287772912,0.8439117381445892,0.009059490208350562
3200,0.8495569325071625,0.8500000000000001,0.858857636117852,0.0,0.8527823619310576,0.8531820652880955,0.009300432264925718
3220,0.8678792724365382,0.8666666666666667,0.8678154367334973,0.0,0.8674331033735867,0.8625126026744406,0.009113488996794539
3240,0.8788726763941636,0.875,0.8768383849899836,0.0,0.8768842088400495,0.8714090432816846,0.008948944886550958
3260,0.8773402625091613,0.875,0.8859264808873109,0.0,0.8794036716555812,0.8804104924475425,0.00865185066277091
3280,0.8959957358917984,0.8999999999999999,0.895063437515269,0.0,0.8970039581523104,0.8887127446072264,0.008516050057209346
3300,0.9022586448131124,0.8999999999999999,0.9042818286942783,0.0,0.9021648744601742,0.8974425925619612,0.00910236639632378
3320,0.9137184356053036,0.9166666666666665,0.9135490806039186,0.0,0.9146316571484154,0.9069174773998739,0.00930640603677646
3340,0.9287094410020654,0.9250000000000003,0.9228814801544,0.0,0.9255182537067816,0.9160554046355142,0.00935845736817481
3360,0.9267106402824973,0.9250000000000003,0.9322953142559325,0.0,0.92799088872594,0.9256343921362236,0.009524025772726596
3380,0.933439936038377,0.9333333333333336,0.9417580090880959,0.0,0.9361674822555823,0.9351034561809674,0.0069737338431763995
3400,0.9422346592044774,0.9416666666666664,0.9513021384713107,0.0,0.9450595895874367,0.9395818598225764,0.004746626327762682
3420,0.9522286628023188,0.9499999999999997,0.9609114154953664,0.0,0.9543731125073547,0.9445967088364927,0.004670731356239133
3440,0.9658205076953829,0.9666666666666668,0.9705695532500529,0.0,0.9676807924766726,0.9489233225350546,0.004501229253024985
3460,0.9777466853221403,0.9750000000000001,0.9803091255557908,0.0,0.9776817100762552,0.9535991673425427,0.004502784081195643
3480,0.9872076753947633,0.983333333333333,0.99013013241258,0.0,0.9868881869409882,0.9579288906974459,0.004190526489368074
3500,1.0,1.0,1.0,0.0,1.0,0.9619802203212788,0.004051329623832922
